company,job,url,introduction,to_do,need_to,preference
모두의연구소,프로덕트오너(서비스기획) 5년이상,https://www.wanted.co.kr/wd/127076,모두의연구소는 하고 싶은 연구 주제가 있다면 누구든지 연구실을 만들 수 있고  재밌어 보이는 연구실이 있다면 누구나 함께 연구하는 세상에 없던 단 하나의 열린 연구소입니다     함께 가야 멀리 간다 는 의미에 공감하고  국내 최초 거꾸로 학습 기반의 교육 프로그램  풀잎스쿨    AI 취업 준비를 시간과 경제적 부담없이 할 수 있는 프로그램  미니모   자기주도적 탐험용 프로젝트로 학습하는 AI 혁신학교  아이펠  등 더 즐겁게  더 제대로 배울 수 있는 새로운 교육 서비스를 제공하고 있습니다   모두의연구소 소개영상 , 플랫폼 PO를 소개해요    플랫폼 PO는 모두의연구소 내 커뮤니티 교육 플랫폼의 기획 및 개선을 위한 목적조직으로 구성되어 있으며 PM  디자이너  엔지니어들과 함께 사용자의 경험을 개선을 같이 해나가는 역할이라고 할 수 있어요   따라서  메이커 디자이너  엔지니어 와 함께 서비스를 만들어가기 때문에 스스로 업무와 우선순위를 결정하고  누군가의 지시를 수동적으로 기다리지 않으며 상황에 맞추어 리더쉽과 팔로우쉽을 모두 발휘합니다  즉  데이터에 기반한 합리적인 의사결정을 할 수 있도록 협업하고 기여해요    일에 대한 열정이 넘치고  일로부터 삶의 에너지를 얻는 사람들이 모여 즐겁게 일하고 크게 성장해요    사용자 경험을 개선하여 나오는 성과에 희열을 느끼며 너무 많은 고민보다 빠른 실행  측정  학습이 좋은 서비스를 만드는 빠른 길이라고 믿고 있어요    이런 일을 해요    모두의연구소 커뮤니티 서비스와 교육 플랫폼인 모두의 AI학교 아이펠 서비스의 기획 PO 역할을 해요   사용자 및 서비스에 대한 이해를 바탕으로 사용자 경험을 고도화하고 개선해요    하나의 플랫폼 내에 다양한 상품 이용 고객들을 통합하고 연결해요    사용자 데이터를 기반으로 문제점을 발견하고 데이터를 통해 가설을 검증해요   개발자와 디자이너의 역할을 이해하고 협업을 통해 프로덕트를 고도화해요, 이런 분을 찾고 있어요    서비스 기획 PM PO 경력 5년 이상이신 분   서비스 기획 과정에서 시각화 구체화 R amp D 혹은 Research 경험이 있으신 분   정성 정량적인 데이터에 대한 분석 이해력을 갖추시고  서비스 개선을 진행하신 경험이 있으신 분   Figma  AdobeXD  Axure 등 프로토타이핑툴 사용 경험을 보유하신 분   주도적으로 업무를 진행하고 논리적인 커뮤니케이션 능력을 갖추신 분, 이런 분이라면 더 좋아요    모두의연구소 비전에 대한 관심과 이해가 높으신 분   교육 커뮤니티 비즈니스에 대한 관심과 이해도가 높으신 분   사용자 중심 플랫폼 비즈니스에 대한 관심과 이해도가 높으신 분   사용자 중심 사고를 가지고 프로덕트를 만들고 개선을 한 경험이 있으신 분   플랫폼 서비스를 초기부터 기획하고 만들어 보신 경험이 있으신 분  채용 과정   서류 전형   온라인 면접   대면 면접   처우협의   합격  안내사항   본 공고는 모집 완료 시 조기 마감될 수 있어요    정규직 채용의 경우 입사 후 3개월의 수습 기간이 있어요     수습 기간은 회사와 지원자가 서로 알아가는 기간이에요      수습 기간 이후 내부평가에 따라 정규직으로 전환됩니다      수습기간 동안 급여는 100  지급됩니다     전형 절차는 일정 및 상황에 따라 변동될 수 있어요     지원서 내용 중 허위사실이 있는 경우 합격이 취소될 수 있어요    보훈대상자 및 장애인 여부는 채용 과정에서 불이익이 없어요 
카펜스트리트(에이콘3D),서비스 기획자,https://www.wanted.co.kr/wd/97829, 카펜스트리트 소개   더 많은 상상이 현실이 되는 즐거운 세상을 만드는 곳  3D모델 활용이 창작에 폭발적인 효율을 만드는 시대적인 흐름 속에서  전세계의 더 많은 사람들이 쉽고 편하게 콘텐츠를 만들 수 있도록  창작의 생태계를 선도하고자 도전해나가고 있습니다    지금까지의 수많은 콘텐츠 생산자가 이미지  사진  영상 등의 2D 소스에 열광했던 것처럼  필연적으로 다가오고 있는 3D 소스에 대한 폭발적인 니즈를 충족시키고 더 나아가 새로운 방식으로 창작하는 모두가 놀러와서 도움과 영감을 받을 수 있도록 합니다  세상의 모든 공간과 요소가  활용 가능한 3D모델  형태로 만들어질 수 있도록 모델링 제작을 장려하고  웹툰  게임  VR 등 다양한 콘텐츠 산업과의 접목을 통해 새로운 가치를 지속 생산하는 선순환 구조를 구축하고 있습니다    카펜스트리트는 기존 시장의 작업시간을 최대 90 까지 단축시키며  창작시장의 새로운 지평을 열어갑니다     비전과 미션  더 많은 상상이 현실이 될 수 있도록  창작자의 가장 든든한 지원군이 된다  창작에 3D모델을 활용하는 시대적인 흐름을 우리가 리드하여 가속화하고 범위를 넓힌다     유저에게 제공하는 서비스  플랫폼  에이콘3D     전세계의 창작자들이 놀러오고  창작에 도움을 얻을 수 있는 장    창작용 3D모델을 판매 구매 의뢰하고 노하우를 나눌 수 있는 곳 SW  에이블러     어려운 툴을 배우지 않아도 창작물에 활용할 수 있도록 특화된 3D모델 편집 SW    특히 웹툰 일러스트 용 이미지 제작 편집에 최적화    카펜스트리트 대표 이민홍 인터뷰 영상     웹툰  게임  메타버스  모든 3D가 이곳에 모였다 ,  에이콘3D 플랫폼  에이콘3D   파트너허브   백오피스  웹 서비스 기획   개발자  디자이너와 협업을 통해 태스크 목적에 맞는 문제 해결 도출   태스크 실행 리딩 및 이해관계자와 소통   UX 분석을 통한 서비스 개선 가설 수립 및 검증,  B2C  C2C 웹 서비스 기획 경험 있으신 분   최소 3년 이상 또는 그에 준하는 수준의 서비스 기획  UI 기획  프로젝트 리딩 경험이 있으신 분   다양한 포지션의 팀원들과 원활한 소통이 가능하신 분   논리적 사고와 데이터 기반 의사결정 가능하신 분,  웹툰 또는 게임을 즐기시는 분   다양한 종류의 온라인 플랫폼 서비스를 사용하시는 분   웹 앱 서비스 기획 경력 5년 이상이신 분   스타트업 또는 IT 업계에서 성공적으로 성장한 서비스를 경험해보신 분   노션  피그마의 사용이 능숙하거나  새로운 툴을 배워서 활용하는데 거부감이 없으신 분
모두의연구소,프로덕트오너(서비스기획) 3년이상,https://www.wanted.co.kr/wd/123725,모두의연구소는  Share Value  Grow Together 라는 모토로 2015년에 설립된 스타트업입니다  누구나 함께 지식을 공유하고 성장하는 연구 문화를 중요하게 여기고 있습니다     스스로 학습하고 함께 성장하는 AI 혁신학교 아이펠 AIFFEL    연구에 필요한 기초 지식을 학습하고 싶은 탐험가에겐 풀잎스쿨   관심분야를 함께 연구하고 싶은 열정가라면 LAB   연구성과를 공유하고 네트워킹하는 모두연의 축제  모두콘 MODUCON    체감형  맞춤형  실전형 인공지능 기업 교육  아이펠 비즈 AIFFEL BIZ    아이펠주니어 상상은 현실이 된다  아이펠주니어   모두연 읽어보기  모두의연구소 소개영상 ,  모두의연구소 커뮤니티 서비스와 교육 플랫폼인 모두의 AI학교 아이펠 서비스의 기획 PO 역할을 해요   사용자 및 서비스에 대한 이해를 바탕으로 사용자 경험을 고도화하고 개선해요    사용자 데이터를 기반으로 문제점을 발견하고 데이터를 통해 가설을 검증해요    프로덕트 오너로써 함께 속한 프로덕트의 엔지니어 및 디자이너의 역할을 이해하고 협업을 통해 프로덕트를 고도화해요 ,  서비스기획 또는 프로젝트 리드 PL PM PO  경험이 3년 이상 있으신 분   서비스 기획 과정에서 정성 정량적인 데이터에 대한 분석 이해력을 갖추시고  서비스 개선을 진행하신 경험이 있으신 분   Figma를 활용하여 기획서 및 flow를 작성해보신 경험이 있으신 분   주도적으로 업무를 진행하고 데이터 기반의 논리적인 커뮤니케이션 능력을 갖추신 분,  모두의연구소 비전에 대한 관심이 있으신 분   교육 커뮤니티 비즈니스에 대한 관심과 이해도가 높으신 분   사용자 중심 플랫폼 비즈니스에 대한 관심과 이해도가 높으신 분   사용자 중심 사고를 가지고 프로덕트를 만들고 개선을 한 경험이 있으신 분    플랫폼 서비스를 초기부터 기획하고 만들어 보신 경험이 있으신 분   전형절차    서류 전형   온라인면접   오프라인 실무 면접   처우협의   합격  안내사항   본 공고는 모집 완료 시 조기 마감될 수 있어요    정규직 채용의 경우 입사 후 3개월의 수습 기간이 있어요     수습 기간은 회사와 지원자가 서로 알아가는 기간이에요      수습 기간 이후 내부평가에 따라 정규직으로 전환됩니다      수습기간 동안 급여는 100  지급됩니다     전형 절차는 일정 및 상황에 따라 변동될 수 있어요     지원서 내용 중 허위사실이 있는 경우 합격이 취소될 수 있어요    보훈대상자 및 장애인 여부는 채용 과정에서 불이익이 없어요 
파스토,Developer Relation,https://www.wanted.co.kr/wd/132441,내 옆의 물류 파스토 물류 없는 이커머스가 존재할까요   파스토는  중소형 온라인 판매자들이 합리적인 가격으로 풀필먼트 서비스를 이용할 수 있도록 하자 라는 소명과 함께 2018년 3월 서비스를 출시하였습니다   출시 이후에는 국내 최초 스마트물류센터 1등급 인증 획득  스타트업 최초로 오토스토어 도입  그리고 네이버 NFA Naver Fulfillment Alliance  공식 파트너사로서 풀필먼트 산업을 주도하고 있습니다   파스토는 인공지능 AI 과 빅데이터 등 디지털 기술을 활용하여 자본이 넉넉하지 않은 온라인 판매자  1인 기업  단 1건의 발송이라도 쉽고 간편하게 이용할 수 있는 환경을 만듭니다   2019 국토교통부 장관 표창 수상 2020 시리즈 A 투자 유치 네이버  미래에셋캐피탈  미래에셋벤처투자  2020 시리즈 B 투자 유치 SK D amp D  신한벤처투자  2020 서울중소벤처기업청장상 수상 2021 브릿지투자 산업은행  2021 아기유니콘 200 선정 2021 국내 1호 스마트물류센터 1등급 인증 획득 용인1센터  2021 도서  트렌드 코리아 2022  소개 2022 스마트물류센터 1등급 연속 인증 획득 용인2센터  2022 시리즈 C 800억원 투자 유치   FASSTO가 더 궁금하다면    리더 인터뷰 ,이커머스시장의 확대와 더불어 빠르게 성장하고 있는 파스토의 일원으로서   파스토의 기술적 역량증진의 방향성을 함께 고민하고 제시할 팀원을 영입합니다    끊임없이 신기술에 관심을 갖고   기술과 기술  기술과 비즈니스  기술과 사람을 연결하는 업무를 즐길수 있는 분을 모십니다     ICT 기술 중심의 물류 풀필먼트 산업 도입현황 모니터링 및 Case 분석    외부로부터 수집한 기술 정보와 피드백으로 부터 신규 개발과제 도출   내 외부 개발자 커뮤니티 소통 및 네트워크 구축    웨비나  강연  컨퍼런스 정보 수집 및 주요내용 사내 전달    도입 도입예정 신기술의 사내 안착지원   기술협력사 네크워킹 및 협력과제 관리,  사업전략과 연계한 기술의 도입 및  전략적 사고가 가능한 분   신기술의 트렌드를 지속적 탐색하고  기술의 가능성을 효과적으로 홍보 소통할 수 있는 분   뛰어난 커뮤니케이션 역량을 갖추신 분   자기 주도적이고 꼼꼼한 업무 처리가 생활화된 분   긍정적인 마인드를 가지고 Goal에 중심을 두고 업무 하시는 분, 기술기획 또는 신사업기획 업무를 경험 하신 분  5년이상   자율주행 또는 로봇산업에 대한 이해도가 높으신 분
스테이지파이브(stagefive),서비스기획/UI기획,https://www.wanted.co.kr/wd/120506,STAGE FIVE 스테이지파이브 는 카카오 계열사로  카카오 서비스를 기반으로 한 차세대 통신사업을 이끌어가고 있습니다     2015년 설립되었고 2018년 카카오 공동체에 편입되었으며  2019년 3 000억원의 기업가치를 인정받았습니다    스테이지파이브는 아래와 같은 통신사업분야에서 지속적으로 혁신가치와 임팩트를 일으키고 있습니다 ,  통신 E Commerce Platform  핀다이렉트  서비스 기획   제품 E Commerce Platform  핀플레이  서비스 기획   서비스 IA   프로세스 UX    정책 수립 및 기획   UI 화면 설계 및 상세 기획      Front 및 Back Office   사용자 경험 및 데이터 분석을 통한 문제 파악 및 개선점 도출   담당 과제  이슈의 우선 순위 선정 및 산출물 관리   기타 기획 관련 업무     이력서 포트폴리오 필참   본인의 업무경력 또는 포트폴리오 PT 진행,  서비스 플랫폼  기획   UI기획 경력 3년 이상   변화하는 트렌드를 주의 깊게 파악하고 근거 및 논리에 의한 기획이 가능하신 분   꼼꼼하고 책임감 있게 맡은 업무를 주도적으로 진행하실 수 있는 분   협업 부서 사업 마케팅 디자인 개발 QA 등 와의 원활한 커뮤니케이션 능력,  서비스 플랫폼  구축부터 운영까지  A to Z 과정의 경험   E Commerce 서비스 기획 및 운영 경험   통신 서비스 및 상품 경험   각종 생산성 도구  JIRA  Figma  Notion  Slack  Adobe XD  Google Apps  사용   데이터 분석  GA 등  기반 서비스기획 경험   프로젝트 일정 등 관리 경험
그립컴퍼니,해외(일본) 서비스기획 운영PM,https://www.wanted.co.kr/wd/125597,  그립 Grip 을 소개합니다 그립 Grip 은 새로운 모바일 커머스 시장을 개척한다는 사명으로 2018년 8월에 설립된 라이브 커머스 플랫폼입니다  그립을 통해 판매자는 언제 어디서든 손쉽게 모바일로 라이브 방송을 하고  소비자는 실시간으로 판매자와 대화하며 상품을 구매할 수 있습니다     그립 Grip 은 이렇게 성장하고 있습니다  Everyone can sell  그립의 비전은 언제 어디서나 무엇이든 누구나 판매하고 쇼핑을 즐길 수 있는 서비스를 제공하는 것입니다  국내 최초의 라이브커머스 전문앱으로 최근 2년간 450배 성장하며 국내 라이브 커머스 브랜드 1위를 달성하였습니다  이에 머물지 않고 다양한 판매 상품과 그리퍼 그립 내 방송 진행자 와 함께 고객 가치에 집중하며 성장하고 있습니다    최근 카카오에게 1 800억원을 투자받아 국내외 확장에 가속도를 붙이고 있습니다     그립 Grip 은 이렇게 일하고 있습니다 1   Go for it   Attitude   해보자  라는 태도      해보자  라는 긍정적인 태도와 도전정신으로 적극적으로 시도합니다  2  Real Impact    찐  진정한  임팩트       나와 Grip의 동반성장을 위해 최고의 성과와 전문성을 갖추기 위해 노력합니다  3  Integrity comes first   진실성과 정직함      정직하게 업무하고 투명하게 공유합니다  4  Passion for People   사람에 대한 열정      나보다는 동료들을 먼저 배려하고 존중하여 함께 행복한 일터를 만들어 갑니다   그립에는 각 분야 최고의 전문가 및 핵심 인재들이 자율과 책임의 문화 속에서 활기차게 일하고 있습니다  최고의 동료들과 가슴 뛰는 경험을 함께할 Right People 동료를 기다립니다     그립 Grip  외부 보도자료   카카오   그립 에 1800억 베팅 커머스 경쟁력 키운다   , 팀소개  그립의 Service Creation팀은 라이브 커머스의 비전에 크게 공감하여  그 비전을 구체화 하고  이를 실현시키는 데에 실질적인 실행의 역할을 담당합니다   정량적  정성적인 유저 데이터 기반으로 서비스 및 사업의 개선점 도출은 물론  때로는 엉뚱한 아이디어들도 자신있게 제안합니다   더 많은 유저를 모으기 위한 고민과 그 유저들이 더 편리하고 즐겁게 사용할 수 있는 서비스를 만드는데 즐거움을 느낍니다   서로 다른 직무의 동료들과 협업하여  다함께 지표를 움직일 수 있도록 크고 작은 과제의PM 역할을 담당합니다    직무소개    그립의 일본 사업 진출을 위한 서비스 기획운영 업무의 리딩   신규 사업의 요구사항 및 글로벌 일본  시장에 맞는 콘텐츠  마케팅 전략을 이해하고 서비스에 반영   주요업무    빠르고  꼼꼼한 서비스 과제 PM 역할   유저 데이터 분석을 통한 pain point 파악 및 문제 정의   사용자 경험과 지표를 향상시킬 수 있는 서비스 설계  UX 및 정책 수립 ,  IT 서비스 e commerce 포함  기획 운영 경험 6년   12년   프론트 백엔드 기획  서비스 개선을 위해 필요한 데이터 정의 분석  PM 경험이 있으신 분   복잡한 문제를 체계적으로 정리하고  핵심을 파악하는 능력을 가지신 분   유관 부서와의 원활한 커뮤니케이션 및 협조적 태도를 가지신 분   긍정적인 마인드로 생활하시는 분     포트폴리오 제출 필수   참여한 업무별 기획 및 제작 기여도를 표기 해주세요 ,  일본의 시장과 서비스에 대한 이해가 높으신 분   IT 서비스에 대한 이해도가 높은 분   E Commerce 서비스 경험 6년 이상이신 분   개발에 대한 이해도가 높으신 분
프로그라운드,Senior Product Owner,https://www.wanted.co.kr/wd/131688,우리는 블록체인 기술로 세상 사람들에게 가장 설레는 운동경험을 전달합니다    블록체인  웹 3 0  클레이튼 기반 M2E Move to Earn   NFT     앞으로 인류의 미래를 바꿀 것이라 기대하는 기술들이 출현하였지만  아직은 이를 활용한 수익화 성공사례가 극히 드뭅니다  다르게 표현하면 아직은 사용자의 삶을 바꾸지 못했습니다     그러나 프로그라운드 멤버들은 블록체인 리워드 기반 달리기 커뮤니티  SuperWalk 를 국내 최초  Web 3 0 Long Lasting Project 로 성공시키며 이 문제에 도전하고 있습니다     우리의 목표는 블록체인 기술로 사람들의 신체적 정신적 사회적 건강을 향상시키는 것입니다  우리의 서비스는 어려운 운동을 꾸준히 재미있게 할 수 있도록 지속적인 Move와 Action을 만들어 주는 엔진이 됩니다  이렇게 형성된 개인의 건강이 커뮤니티로 전파되고 건강한 보상으로 이어지는 선순환 사이클은 여타 크립토 프로젝트와 구별되는 프로그라운드만의 가치입니다    지난 9개월 동안 15 000명이 넘는 러너가 참여하여 35억원 이상이  SuperWalk  생태계에서 유통되며 그 가치가 실현되고 있습니다  네이버Z  크림  스프링캠프 등 유수의 기업과 파트너십을 맺거나 투자를 유치했습니다     누구나 꿈꿔봤지만 쉽게 도전할 수 없었던 분야를 개척해가는 일  기술로 사용자의 건강한 삶에 공헌하는 일     프로그라운드에서 함께 이뤄보아요 ,  SuperWalk 서비스를 통해 더 많은 사람들에게 건강의 가치를 전달하기 위해 다음과 같은 활동을 합니다      서비스가  추구해야 할 핵심 지표를 정의하고 비즈니스 모델 설계  Next Steps 추진 및 결과 도출까지 서비스의 생애주기를 담당하며 프로덕트의 성장을 드라이브    유효한 가설을 수립하고  실험을 통해 도출된 Data Insight를 기반으로 가설을 검증하며  끊임없는 Iteration을 통해 Product Market Fit을 찾아 서비스 고도화   Product 요구사항을 정의하고 개발자  디자이너  마케터와 협업하여 서비스를 개선하고 요구사항을 구현,  블록체인 기술로 실제 세상 사람들의 건강한 삶을 만들어가는 프로그라운드의 가치와 서비스에 관심이 있으신 분   5년 이상의 유관 경험 웹 앱 프로덕트 혹은 게임 서비스  PM  PO 경험 이 있거나 그에 준하는 역량이 있는 분   다양한 이해관계자와의 효과적이고 사려 깊은 커뮤니케이션에 능숙한 분   다양하고 복잡한 이슈를 해결 가능한 단위로 분리하여 정리할 수 있는 분,   프로젝트 규모와 관계없이  초기부터 프로덕트를 기획하고 배포한 경험이 있으신 분     조직 규모와 관계없이  직접 문제를 정의하고 해결해가며 동료 혹은 팀원을 리드한 경험이 있으신  분    사용한 Tool에 상관없이  상용화된 서비스 디자인을 경험해보신 분
버킷플레이스(오늘의집),Project Manager (Indonesia),https://www.wanted.co.kr/wd/131300, Jakarta  Indonesia 현지에서 근무 가능하신 분을 채용하는 포지션입니다     No 1 Lifestyle Tech Company   오늘의집은  좋은 공간이 인생을 바꾼다 는 믿음 아래 누구나 쉽고 편하게 자신의 공간을 바꾸고 더 나은 일상을 보낼 수 있도록 돕는 서비스를 만들고 있습니다  이를 위해 소수의 전유물이었던 오프라인 중심의 거대한 전통 산업을 온라인으로 옮겨오는 혁신에 도전하고 있습니다    오늘의집이 도전하고 있는 라이프스타일 산업은 총 규모 100조 원 이상의 거대한 시장입니다  가구  소품  인테리어 시공  홈서비스 등 많은 영역이 아직까지 지역 중심의 오프라인 모델로 남아있어 발전 가능성이 무궁무진한 분야이기도 합니다   오늘의집은 이처럼 큰 잠재력을 가진 라이프스타일 산업에서 콘텐츠 커머스 커뮤니티가 결합된 독보적인 플랫폼과 서비스를 제공함으로써  인테리어를 넘어 공간과 관련된 모든 문제를 원스톱으로 해결하는  라이프스타일 슈퍼앱 을 향해 나아가고 있습니다    세상의 모든 공간이 각자의 색깔을 갖게 되고 그 안에서 살아가는 사람들이 긍정적인 삶의 변화를 경험하게 만들고 싶다면  라이프스타일 시장을 혁신하는 No 1 Lifestyle Tech Company 오늘의집과 함께하세요      오늘의집 서비스   공간을 통해 모든 사람들의 삶을 바꾸는 혁신   우리는 라이프스타일 슈퍼앱  오늘의집 을 통해 공간을 변화시키는 방식을 새롭게 정의합니다  공간의 변화에 필요한 모든 정보를 모아보는 콘텐츠  비슷한 관심과 취향을 기반으로 서로의 공간을 공유하는 커뮤니티  콘텐츠 속 마음에 드는 상품을 바로 구매할 수 있는 커머스  인테리어 시공  그리고 홈서비스 영역 수리 및 설치  이사 까지 온라인을 통해 오프라인 공간을 바꾸는 모든 과정을 한 곳에서 경험할 수 있도록 돕습니다       오늘의집 CEO 제이님  인터뷰 영상    2022 개발자 대규모 채용  ,  오늘의집의 서비스 운영 정책 수립 및 실행   인도네시아 사용자의 데이터  피드백 분석을 통한 개선 사항 구체화   인도네시아 비지니스 관점에서의 프로덕트 요구사항 도출 및 본사 프러덕트팀과 로드맵 수립   인도네시아 로컬 매니저 업무 조율   콘텐츠 운영 서포트 및 제품정보 태그 KPI 관리,  인도네시아 자카르타에서 현지 근무가 가능한 분   오늘의집 미션에 깊은 공감을 하시는 분   3년 이상의 서비스 기획 PO PM 운영 사업 경력 또는 유관 경험을 보유한 분   주도적으로 업무를 계획하고  병목과 리스크를 해결할 수 있는 분   유창한 인도네시아어 역량을 보유하신 분,  창업 단계의 스타트업을 경험해 보신 분   훌륭한 조직 문화와 혁신적 기업에서 일하는데 관심과 열정이 가득하신 분   유관 부서와의 원활한 협업 및 커뮤니케이션이 가능하신 분   주도적으로 업무를 진행하고 비효율적인 부분을 개선하고자 하는 의지가 있는 분   엑셀  스프레드시트를 능숙하게 사용 가능하신 분
버킷플레이스(오늘의집),Data Analyst (공통&홈),https://www.wanted.co.kr/wd/130680, No 1 Lifestyle Tech Company   오늘의집은  좋은 공간이 인생을 바꾼다 는 믿음 아래 누구나 쉽고 편하게 자신의 공간을 바꾸고 더 나은 일상을 보낼 수 있도록 돕는 서비스를 만들고 있습니다  이를 위해 소수의 전유물이었던 오프라인 중심의 거대한 전통 산업을 온라인으로 옮겨오는 혁신에 도전하고 있습니다    오늘의집이 도전하고 있는 라이프스타일 산업은 총 규모 100조 원 이상의 거대한 시장입니다  가구  소품  인테리어 시공  홈서비스 등 많은 영역이 아직까지 지역 중심의 오프라인 모델로 남아있어 발전 가능성이 무궁무진한 분야이기도 합니다   오늘의집은 이처럼 큰 잠재력을 가진 라이프스타일 산업에서 콘텐츠 커머스 커뮤니티가 결합된 독보적인 플랫폼과 서비스를 제공함으로써  인테리어를 넘어 공간과 관련된 모든 문제를 원스톱으로 해결하는  라이프스타일 슈퍼앱 을 향해 나아가고 있습니다    세상의 모든 공간이 각자의 색깔을 갖게 되고 그 안에서 살아가는 사람들이 긍정적인 삶의 변화를 경험하게 만들고 싶다면  라이프스타일 시장을 혁신하는 No 1 Lifestyle Tech Company 오늘의집과 함께하세요      오늘의집 서비스   공간을 통해 모든 사람들의 삶을 바꾸는 혁신   우리는 라이프스타일 슈퍼앱  오늘의집 을 통해 공간을 변화시키는 방식을 새롭게 정의합니다  공간의 변화에 필요한 모든 정보를 모아보는 콘텐츠  비슷한 관심과 취향을 기반으로 서로의 공간을 공유하는 커뮤니티  콘텐츠 속 마음에 드는 상품을 바로 구매할 수 있는 커머스  인테리어 시공  그리고 홈서비스 영역 수리 및 설치  이사 까지 온라인을 통해 오프라인 공간을 바꾸는 모든 과정을 한 곳에서 경험할 수 있도록 돕습니다       오늘의집 CEO 제이님  인터뷰 영상    EO  ,  프로덕트 핵심 지표의 정의  기획  설계  시각화   데이터 기반 의사결정 프로세스 확립 및 개선 과제 도출 실행   프로덕트 개선 성과를 측정할 수 있는 데이터 로그 설계 및 관리    목표 달성 및 성장을 위한 임팩트 있는 가설 수립 및 이를 검증하기 위한 실험 설계와 분석,  2년 이상의 데이터 분석 혹은 관련 직무 경력을 보유하신 분   데이터와 숫자를 집요하게 파고 이를 통해 가설을 증명하고 방향성을 이끌어 내실 수있는 분   다양한 데이터 분석도구를 활용하실 수 있는 분  SQL  Python  Amplitude 등    분석용 DB 설계부터 Data Processing까지 전반적인 데이터 파이프라인 관리에 대해 이해도가 있는 분   모바일 서비스 데이터 분석 방법에 대한 이해도가 높은 분  AARRR  Funnel분석  LTV  Retention  Cohort Analysis 등 ,  모바일 서비스의 데이터 설계 및 분석  A B 테스트  코호트 분석 등 을 통해 최적의 솔루션을 찾을 수 있는 분   BI 데이터 환경  Tableau  PowerBI 등  개발 및 시각화 경험이 있는 분   인테리어 산업에 대한 관심과 높은 이해도를 보유하신 분   본인의 분야와 담당이 아니더라도 같이 논의하고 협업하는 것을 좋아하시는 분
버킷플레이스(오늘의집),Product Owner (광고),https://www.wanted.co.kr/wd/131078, No 1 Lifestyle Tech Company   오늘의집은  좋은 공간이 인생을 바꾼다 는 믿음 아래 누구나 쉽고 편하게 자신의 공간을 바꾸고 더 나은 일상을 보낼 수 있도록 돕는 서비스를 만들고 있습니다  이를 위해 소수의 전유물이었던 오프라인 중심의 거대한 전통 산업을 온라인으로 옮겨오는 혁신에 도전하고 있습니다    오늘의집이 도전하고 있는 라이프스타일 산업은 총 규모 100조 원 이상의 거대한 시장입니다  가구  소품  인테리어 시공  홈서비스 등 많은 영역이 아직까지 지역 중심의 오프라인 모델로 남아있어 발전 가능성이 무궁무진한 분야이기도 합니다   오늘의집은 이처럼 큰 잠재력을 가진 라이프스타일 산업에서 콘텐츠 커머스 커뮤니티가 결합된 독보적인 플랫폼과 서비스를 제공함으로써  인테리어를 넘어 공간과 관련된 모든 문제를 원스톱으로 해결하는  라이프스타일 슈퍼앱 을 향해 나아가고 있습니다    세상의 모든 공간이 각자의 색깔을 갖게 되고 그 안에서 살아가는 사람들이 긍정적인 삶의 변화를 경험하게 만들고 싶다면  라이프스타일 시장을 혁신하는 No 1 Lifestyle Tech Company 오늘의집과 함께하세요      오늘의집 서비스   공간을 통해 모든 사람들의 삶을 바꾸는 혁신   우리는 라이프스타일 슈퍼앱  오늘의집 을 통해 공간을 변화시키는 방식을 새롭게 정의합니다  공간의 변화에 필요한 모든 정보를 모아보는 콘텐츠  비슷한 관심과 취향을 기반으로 서로의 공간을 공유하는 커뮤니티  콘텐츠 속 마음에 드는 상품을 바로 구매할 수 있는 커머스  인테리어 시공  그리고 홈서비스 영역 수리 및 설치  이사 까지 온라인을 통해 오프라인 공간을 바꾸는 모든 과정을 한 곳에서 경험할 수 있도록 돕습니다       오늘의집 CEO 제이님  인터뷰 영상    EO  ,  광고주와 오늘의집 유저 가치를 고려한 광고 상품 기획   광고 프로덕트의 장 단기 전략 도출 및 로드맵 정의   광고 인벤토리  어드민  데이터 플랫폼 상세 기능 정의 및 세부 프로젝트 관리   광고 프로덕트의 지표 설정  가설 수립  실험 설계  실험 진행  결과 분석  Action Item 도출   비즈니스  디자인  개발  QA 등 다양한 유관부서와의 커뮤니케이션,  5년 이상의 Product Owner 또는 이에 준하는 직무 PM  기획 를 경험하신 분   다양한 Cross functional 팀과 협업하며 원활하게 프로젝트를 주도할 수 있는 분   지표 설정 및 데이터 기반으로 의사 결정하는 경험을 보유하신 분   긍정적인 커뮤니케이션의 팀플레이어를 지향하시는 분,  Ad tech 혹은 이커머스 분야에서의 업무 경험을 보유하신 분   백오피스 플랫폼 정산  결제  리포트  기획 경험이 있는 분
